,arousal,valence,EmotionMaxVote,video,transcript
0,0.1700912674029999,-0.0236966881471,4,5b44393ed/utterance_4.mp4,hi I'm fine
1,0.417668314388,0.292946929716,3,5b44393ed/utterance_6.mp4,yeah I wasn't expecting you are to say hi quanah anything and I know what you're thinking what is a vampire doing here the AA meeting right and with a tan 
2,0.398645656332,0.325004309635,4,5b44393ed/utterance_7.mp4,places in unhappy vampire can go for support
3,0.702572620318,0.0135435708553,0,5b44393ed/utterance_8.mp4,trying to convince me that I need it more self-esteem moral self-esteem I have a drinking problem but it's only because I have to because 
4,0.3433573015119999,-0.333560765435,5,5b44393ed/utterance_9.mp4,I don't know what happens anyway
5,0.603970497823,-0.0853779007608999,0,5b44393ed/utterance_10.mp4,handle on my drinking because it's bloody 
6,0.4836010168330001,0.347528659204,3,5b44393ed/utterance_12.mp4,BBC
7,0.436187637377,-0.0248203105739,4,5b44393ed/utterance_13.mp4,trying to find me ways to put myself out there it's been kinda hard to meet people since I lost my job at the auction house 
8,0.344783246917,-0.119610683215,3,5b44393ed/utterance_14.mp4,
9,0.298794893676,-0.0868819929356,3,5b44393ed/utterance_15.mp4,Buccaneer
10,0.528364154705,0.135725164987,4,5b44393ed/utterance_16.mp4,sorry that's that's depressing I think you meant to use everything 
11,0.218493350879,-0.0224143563493,4,5b44393ed/utterance_17.mp4,
12,0.489614452894,-0.133296956032,1,5b44393ed/utterance_18.mp4,set alarm for one day
13,0.429146435651,-0.295223906023,2,5b44393ed/utterance_19.mp4,I'm doing it my way
14,0.713060923864,0.101011519934,0,5b44393ed/utterance_20.mp4,weather for this weekend
15,0.392016068969,0.206028424758,4,5b44393ed/utterance_21.mp4,Jason Donovan
16,0.169643209147,-0.00160022291564,4,5b44393ed/utterance_22.mp4,
17,0.101285536061,-0.345701782852,5,8c56c5ac5/utterance_1.mp4,
18,0.0962556351496,-0.420727768781,5,8c56c5ac5/utterance_2.mp4,
19,0.228971917322,-0.445180396573,5,8c56c5ac5/utterance_3.mp4,I think I made a big mistake I'm afraid memories are as much
20,0.192381891118,-0.259251286696,5,8c56c5ac5/utterance_4.mp4,my anime fans dear yours
21,0.145036006893,-0.476546334832,5,8c56c5ac5/utterance_5.mp4,I'm
22,0.154583118367,-0.391777381074,5,8c56c5ac5/utterance_6.mp4,I'm remembering something something I want to forget
23,0.151967076644,-0.246855895592,5,8c56c5ac5/utterance_7.mp4,how are you
24,0.0898174527755,-0.421217393561,5,8c56c5ac5/utterance_8.mp4,car accidents
25,0.0690685865169,-0.340806132908,5,8c56c5ac5/utterance_9.mp4,
26,0.124766413205,-0.34890805542,4,8c56c5ac5/utterance_10.mp4,how is drag racing
27,0.245231803394,-0.579282817077,1,8c56c5ac5/utterance_11.mp4,right right right over there
28,0.191231575084,-0.682328613563,5,8c56c5ac5/utterance_12.mp4,
29,0.22422883923,-0.500522839808,5,8c56c5ac5/utterance_13.mp4,came up on a curve
30,0.139232466799,-0.379475943489,5,8c56c5ac5/utterance_14.mp4,
31,0.380411277891,-0.437938268842,0,8c56c5ac5/utterance_15.mp4,Oswestry Cheddar and down
32,0.189841282594,-0.304030650186,0,8c56c5ac5/utterance_16.mp4,
33,0.1684559902919999,-0.366381008264,0,8c56c5ac5/utterance_17.mp4,
34,0.4072379372860001,-0.45323176396,0,8c56c5ac5/utterance_18.mp4,I should remember
35,0.259271858125,-0.3795817540300001,0,8c56c5ac5/utterance_19.mp4,Emma's Diary
36,0.249470333277,-0.712417450416,5,8c56c5ac5/utterance_20.mp4,
37,0.195270009833,-0.658494302417,5,8c56c5ac5/utterance_21.mp4,don't remember please
38,0.289740101998,-0.443513133297,1,8c56c5ac5/utterance_22.mp4,ok
39,0.59195435547,-0.505298746605,0,8c56c5ac5/utterance_23.mp4,Oral-B charger guilt guilt is a former memory why do I feel this way make it stop
40,0.130645092496,-0.512250961683,5,8c56c5ac5/utterance_27.mp4,
41,0.194935250914,-0.499032193363,5,8c56c5ac5/utterance_28.mp4,I don't seem to be able to do anything my memories are like always my homeboy 
42,0.123479561507,0.665830071665,3,76eecf968/utterance_1.mp4,now we also have the December
43,0.176658985679,0.6507649529940001,4,76eecf968/utterance_2.mp4,acting video contest and answer what you can do is perform some Shakespearean Centre
44,0.0661572419192,0.682171496949,4,76eecf968/utterance_3.mp4,so you can perform with the friends sing the Black Friday when you can have one in the front room
45,0.089934732059,0.461225866227,4,76eecf968/utterance_4.mp4,one line from it
46,0.0470916859373,0.617808544766,4,76eecf968/utterance_5.mp4,you can do a dramatic reading script in here and all those things were acceptable
47,0.266106586413,0.776974133486,3,76eecf968/utterance_6.mp4,for the Christmas one whenever $50 $25 Friday
48,0.0682966890624,0.517389320659,4,76eecf968/utterance_7.mp4,54 the Christmas one
49,0.277739069585,0.492275101254,4,76eecf968/utterance_8.mp4,so I for example you can do 6 Rudolph Rudolph.
50,0.31172484829,0.576011227945,3,76eecf968/utterance_9.mp4,round like the moon in your nose is bright as the sun
51,0.380441644841,0.476878970293,3,76eecf968/utterance_10.mp4,really do I also have any screws you can perform that one 
52,0.195168493726,0.288281365464,4,76eecf968/utterance_11.mp4,so I just have fun with that
53,0.574491925347,0.740098554447,3,243cff084/utterance_1.mp4,hey everybody it's Candice and I'm back with my life project and this week we have a duty for you it's from Stephen Adly guirgis is Jesus hopped the a train haven't read this play before I highly recommend going on reading it or you haven't heard of Stephen I've put his Wikipedia link below you can check him out 
54,0.349124234943,0.359915289542,3,243cff084/utterance_2.mp4,has a pension for reading is really feisty b***** lawyer characters the ladies have fun with this I'm about 2 minutes this piece that I got it Madame Tussauds great for auditions 
55,0.866522789852,-0.374899989688,0,243cff084/utterance_3.mp4,look I'm sorry for the mix-up I know you're not active enough you're ok you were angel Cruz you're 30 years old Liberty mother she must play Harlem 
56,0.132900959651,-0.0548417935757,4,243cff084/utterance_4.mp4,
57,0.236562604978,-0.385399056828,0,243cff084/utterance_5.mp4,did you just confess to me
58,0.553566078173,0.00413237290485,1,243cff084/utterance_6.mp4,you did say something you said you shot him in the ass
59,0.39015102205,0.159099697417,0,243cff084/utterance_7.mp4,say something
60,0.363563654902,-0.234135167822,0,243cff084/utterance_8.mp4,you get your wish into your new boiler
61,0.477684304862,0.0686490474089999,4,243cff084/utterance_9.mp4,the next one is that what you're eating The Witness 
62,0.132599790765,-0.0431417685965,4,243cff084/utterance_10.mp4,
63,0.336951375458,-0.011396228706,1,243cff084/utterance_11.mp4,suborning perjury and of course you know what supporting me Nottingham
64,0.1625015618559999,-0.1407310300009999,1,243cff084/utterance_12.mp4,
65,0.44893291264,-0.0731365593868,0,243cff084/utterance_13.mp4,cheers apero memorial let me give you everything that you are lying up there
66,0.481020213114,0.166785488682,3,243cff084/utterance_14.mp4,and you can already know about it
67,0.154614530293,0.0116070163262,4,243cff084/utterance_15.mp4,we both
68,0.363359737435,-0.0230889868771,0,243cff084/utterance_16.mp4,ok comprende doesn't have a name 
69,0.348965202774,-0.0654876126528,0,243cff084/utterance_17.mp4,listen the criminal justice system you're in now it's up to happen
70,0.155932897485,-0.423530511822,0,243cff084/utterance_18.mp4,
71,0.172269721868,-0.459961646897,0,243cff084/utterance_19.mp4,
72,0.250652268647,-0.201881865742,0,243cff084/utterance_20.mp4,just a little angel
73,0.220341170912,0.0256956982985,0,243cff084/utterance_21.mp4,the trick is not a lawyer who makes no mistakes
74,0.461601911962,-0.119687821898,0,243cff084/utterance_22.mp4,
75,0.478633492771,-0.223312547242,0,243cff084/utterance_23.mp4,policeman
76,0.3747031311370001,-0.151163130008,0,243cff084/utterance_24.mp4,B is he there green enough for
77,0.338407033742,-0.120397917521,5,243cff084/utterance_25.mp4,masochistic in that actually give a s*** about their clients
78,0.1320459343799999,-0.106664478304,5,243cff084/utterance_26.mp4,
79,0.205620977505,0.0438936473327,5,243cff084/utterance_27.mp4,which one am I
80,0.1494133999819999,-0.142687590859,5,243cff084/utterance_28.mp4,
81,0.165631129608,-0.0856681333426,0,243cff084/utterance_29.mp4,
82,0.365209606469,-0.0587310885545,4,7459327df/utterance_1.mp4,do you ever get rid of putting on your shoes let me add
83,0.581527306536,0.1553868212599999,4,7459327df/utterance_2.mp4,
84,0.6566907830709999,0.264662283605,4,7459327df/utterance_3.mp4,
85,0.597434104002,-0.24361595568,4,7459327df/utterance_4.mp4,American consumer consumed by convene
86,0.584743291963,-0.4907647035230001,0,7459327df/utterance_5.mp4,ratatouille
87,0.0942973501841,-0.103704552482,1,7459327df/utterance_6.mp4,let me
88,0.252232769103,0.0,4,7459327df/utterance_7.mp4,
89,0.37745273142,0.0558358040238,3,7459327df/utterance_8.mp4,are you finished early evening for tomorrow
90,0.228462301989,-0.066377779342,4,7459327df/utterance_9.mp4,Bremen
91,0.340428607726,-0.454533346407,1,7459327df/utterance_10.mp4,
92,0.418376712397,-0.385959675895,1,7459327df/utterance_11.mp4,healthy places Montana
93,0.339299580442,-0.430351892914,1,7459327df/utterance_12.mp4,Athena Grill
94,0.728490294728,-0.5402967747999999,0,7459327df/utterance_13.mp4,le14 4RU
95,0.418309853262,0.0397952806293,0,7459327df/utterance_14.mp4,animal super healthy pb&j sandwiches
96,0.31531656506,-0.369328434556,0,7459327df/utterance_16.mp4,Vodafone photos
97,0.417757040641,-0.0331803700718,4,7459327df/utterance_17.mp4,dollar menu
98,0.326910681649,-0.201516632693,0,7459327df/utterance_18.mp4,
99,0.313991820292,-0.530004094494,0,7459327df/utterance_19.mp4,Apple Store
100,0.332945859079,0.343402161932,2,7459327df/utterance_20.mp4,that means you
101,0.301174623701,0.522767028189,3,7459327df/utterance_21.mp4,I want to give you one spot chicken burger but it's still there
102,0.113025286037,0.449800851563,4,a3f32e3a3/utterance_1.mp4,
103,0.5337471642180001,0.5827498352430001,3,a3f32e3a3/utterance_2.mp4,I finally did it
104,0.501205161591,0.124947729769,1,a3f32e3a3/utterance_3.mp4,I've only beat you know I had to do was not reveal my evil plan
105,0.335085905255,0.0197670254117,1,a3f32e3a3/utterance_4.mp4,
106,0.372474616828,0.0409560999341,4,a3f32e3a3/utterance_5.mp4,villains always do that one of the strange need to tell you all that DVR splat before we do them
107,0.31043606315,-0.0101877649813,4,a3f32e3a3/utterance_6.mp4,that was gives you time to the last minute save
108,0.339783410996,0.14870410256,4,a3f32e3a3/utterance_7.mp4,the last minute effort that gets you through
109,0.33385128529,0.122430262244,1,a3f32e3a3/utterance_8.mp4,or perhaps we reveal some flora plena able to exploit this time
110,0.589849683192,0.319562597131,3,a3f32e3a3/utterance_9.mp4,who was killed first go out later this is so much better I get to brag now breaking is so much better than reviewing the 
111,0.535749773288,0.258145873397,3,b32a6ac3b/utterance_1.mp4,gw21 you just hang yourself
112,0.688468984762,0.120797642859,4,b32a6ac3b/utterance_3.mp4,Daddy mcfatfat yeah go ahead let me supersized that the mickey D's cronut the BKS supreme decibel and all American consumer consumed by convene 
113,0.710031303537,0.0359714799198,4,b32a6ac3b/utterance_4.mp4,I want to his death by dolls
114,0.761686583979,0.0174211471392,4,b32a6ac3b/utterance_5.mp4,I wonder if these down menus are killing me
115,0.754284040106,0.0478978750662,4,b32a6ac3b/utterance_6.mp4,like I can afford it right I was a wonderful tell this possible time in the cheapest thing in there was a grouting for $5
116,0.7991242809610001,0.084120891391,1,b32a6ac3b/utterance_7.mp4,Argos
117,0.8035046204520001,0.12944819007,3,b32a6ac3b/utterance_8.mp4,if you'll be the come at Me Now saying I'm a peanut butter and jelly sandwiches for hours hours get me a dollar menu I'm talking at a spicy chicken burger and fries ice-cold drink don't get me started on iPad I don't get me started 
118,0.778258149701,0.137017002519,3,b32a6ac3b/utterance_9.mp4,just think about that and I might go out and give more space each other's what a mason
119,0.286762763684,-0.673888960019,1,c9f0e3623/utterance_2.mp4,
120,0.474581023651,-0.6812219154539999,0,c9f0e3623/utterance_3.mp4,
121,0.349103677182,-0.629839951726,0,c9f0e3623/utterance_4.mp4,everybody around me
122,0.461702205362,-0.562134288274,1,c9f0e3623/utterance_5.mp4,salt
123,0.230323304633,-0.6173577194250001,1,c9f0e3623/utterance_6.mp4,
124,0.426936094535,-0.0250921655378,4,c9f0e3623/utterance_7.mp4,there's nothing left for me
125,0.618998133183,-0.231841257413,4,c9f0e3623/utterance_8.mp4,I'm
126,0.428346783087,-0.0311864903214,3,c9f0e3623/utterance_9.mp4,leftover whey
127,0.34819847261,0.0414509563481,4,cbb64e001/utterance_1.mp4,rating of sausage is it totally free like totally and as part of a whole shareware open source movement and I insult excess weight about even adding new features that you suggested 
128,0.245751687225,0.0201866592622,4,cbb64e001/utterance_2.mp4,
129,0.3402022100249999,0.0168355411736,4,cbb64e001/utterance_3.mp4,script writing software
130,0.20750689055,0.134796535913,4,cbb64e001/utterance_4.mp4,hundred $200
131,0.212595681324,0.259584165627,4,cbb64e001/utterance_5.mp4,but Celtics is free we want to open up Celtics after you've downloaded it
132,0.204828655658,0.304592699419,4,cbb64e001/utterance_7.mp4,what you wanted to
133,0.389820812815,0.323128236491,4,cbb64e001/utterance_8.mp4,here's you want to choose the type of script now for this class I want you to choose film
134,0.201798495619,0.24276064209,4,cbb64e001/utterance_9.mp4,is this crap script
135,0.404260829788,0.259788711656,4,cbb64e001/utterance_10.mp4,and so there's lots of different options you can do an audio play theatre script play
136,0.309463632038,0.3359338745579999,4,cbb64e001/utterance_11.mp4,but I always use film it it even works I even use it for plays I just really like the set-up informed
137,0.174910909884,0.27017007131,4,cbb64e001/utterance_12.mp4,packets of cling film
138,0.331487488462,0.360803671319,4,cbb64e001/utterance_13.mp4,choose your click still then you'll see a screen like this
